[info] Benchmark                                                     Mode  Cnt      Score     Error  Units
[info] StatsBenchmark_Small.foldLeft_immutable_nonfinal_updated      avgt   20      0.739 ±    0.012  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_final_update            avgt   20      0.434 ±    0.006  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_nonfinal_update         avgt   20      0.429 ±    0.002  us/op
[info] StatsBenchmark_Small.foreach_array_updated                    avgt   20      0.318 ±    0.003  us/op
[info] StatsBenchmark_Small.foreach_immutable_final_updated          avgt   20      0.774 ±    0.006  us/op
[info] StatsBenchmark_Small.foreach_immutable_nonfinal_updated       avgt   20      0.704 ±    0.028  us/op
[info] StatsBenchmark_Small.foreach_mutable_final_updated            avgt   20      0.314 ±    0.003  us/op
[info] StatsBenchmark_Small.foreach_mutable_nonfinal_updated         avgt   20      0.313 ±    0.005  us/op

[info] Benchmark                                                     Mode  Cnt      Score      Error  Units
[info] StatsBenchmark_Large.fastFoldLeft_array_update                avgt   20  17060.051 ±  265.969  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_final_updated     avgt   20  18442.353 ±  568.687  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_nonfinal_updated  avgt   20  18205.096 ±  501.621  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_final_update        avgt   20  18195.264 ±  312.089  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_nonfinal_update     avgt   20  18627.496 ±  473.822  us/op
[info] StatsBenchmark_Large.fastForeach_array_updated                avgt   20  17105.688 ±  201.056  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_final_updated      avgt   20  18489.082 ±  657.721  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_nonfinal_updated   avgt   20  18675.150 ±  277.652  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_final_updated        avgt   20  17825.550 ±  640.332  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_nonfinal_updated     avgt   20  18544.522 ±  343.300  us/op
[info] StatsBenchmark_Large.foldLeft_array_update                    avgt   20  20338.922 ±  593.706  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_final_updated         avgt   20  21017.639 ±  689.703  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_nonfinal_updated      avgt   20  21379.003 ±  944.277  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_final_update            avgt   20  26733.756 ±  665.832  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_nonfinal_update         avgt   20  20212.142 ±  441.173  us/op
[info] StatsBenchmark_Large.foreach_array_updated                    avgt   20  22007.275 ±  290.064  us/op
[info] StatsBenchmark_Large.foreach_immutable_final_updated          avgt   20  18535.514 ±  370.034  us/op
[info] StatsBenchmark_Large.foreach_immutable_nonfinal_updated       avgt   20  20130.365 ±  405.400  us/op
[info] StatsBenchmark_Large.foreach_mutable_final_updated            avgt   20  21721.645 ± 1733.861  us/op
[info] StatsBenchmark_Large.foreach_mutable_nonfinal_updated         avgt   20  20893.514 ± 1002.296  us/op
[info] StatsBenchmark_Small.fastFoldLeft_array_update                avgt   20      0.395 ±    0.004  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_final_updated     avgt   20      0.720 ±    0.012  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_nonfinal_updated  avgt   20      0.725 ±    0.012  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_final_update        avgt   20      0.411 ±    0.006  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_nonfinal_update     avgt   20      0.422 ±    0.002  us/op
[info] StatsBenchmark_Small.fastForeach_array_updated                avgt   20      0.364 ±    0.005  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_final_updated      avgt   20      0.741 ±    0.020  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_nonfinal_updated   avgt   20      0.716 ±    0.003  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_final_updated        avgt   20      0.401 ±    0.004  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_nonfinal_updated     avgt   20      0.404 ±    0.003  us/op
[info] StatsBenchmark_Small.foldLeft_array_update                    avgt   20      0.441 ±    0.005  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_final_updated         avgt   20      0.744 ±    0.007  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_nonfinal_updated      avgt   20      0.762 ±    0.012  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_final_update            avgt   20      0.429 ±    0.002  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_nonfinal_update         avgt   20      0.427 ±    0.002  us/op
[info] StatsBenchmark_Small.foreach_array_updated                    avgt   20      0.321 ±    0.001  us/op
[info] StatsBenchmark_Small.foreach_immutable_final_updated          avgt   20      0.748 ±    0.012  us/op
[info] StatsBenchmark_Small.foreach_immutable_nonfinal_updated       avgt   20      0.761 ±    0.004  us/op
[info] StatsBenchmark_Small.foreach_mutable_final_updated            avgt   20      0.313 ±    0.005  us/op
[info] StatsBenchmark_Small.foreach_mutable_nonfinal_updated         avgt   20      0.312 ±    0.001  us/op
